experiment,alt_experiment,model,organisation,run,hfds,hfy,hfbasin,tauuo,tauvo,sos,thetao,so,areacello,volcello,depth,basin,tas,pr,pr-ocean,evspsbl,evs,areacella,sftlf,od550aer,comments
historicalMisc,historicalAA,CCSM4,NCAR,r1i1p10,r87/dbi599,noesgf,,pxp581/requests,pxp581/requests,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,noesgf,ua6,r87/dbi599,,r87/dbi599,noesgf,r87/dbi599,,noesgf,
historicalMisc,historicalAA,CCSM4,NCAR,r4i1p10,noesgf,noesgf,,noesgf,noesgf,noesgf,noesgf,noesgf,noesgf,noesgf,noesgf,noesgf,noesgf,noesgf,,noesgf,noesgf,noesgf,,noesgf,
historicalMisc,historicalAA,CCSM4,NCAR,r6i1p10,r87/dbi599,noesgf,,r87/dbi599,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,noesgf,ua6,r87/dbi599,,r87/dbi599,noesgf,r87/dbi599,,noesgf,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r1i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r2i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r3i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r4i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r5i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r6i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r7i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r8i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r9i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r10i1p4,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historicalMisc,historicalAA,FGOALS-g2,LASG-CESS,r2i1p1,ua6,noesgf,,noesgf,noesgf,noesgf,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,,r87/dbi599,,r87/dbi599,,noesgf,
historicalMisc,historicalAA,GFDL-CM3,NOAA-GFDL,r1i1p1,noesgf,ua6,,r87/dbi599,ua6,ua6,r87/dbi599,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,ua6,r87/dbi599,ua6,r87/dbi599,,pxp581/requests,"The thetao and tauuo ua6 data has time axis issues (for tauuo it's the 1960 file), so better off using r87/dbi599."
historicalMisc,historicalAA,GFDL-CM3,NOAA-GFDL,r3i1p1,noesgf,ua6,,ua6,ua6,ua6,r87/dbi599,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,ua6,r87/dbi599,ua6,r87/dbi599,,pxp581/requests,
historicalMisc,historicalAA,GFDL-CM3,NOAA-GFDL,r5i1p1,noesgf,ua6,,r87/dbi599,ua6,ua6,r87/dbi599,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,ua6,r87/dbi599,ua6,r87/dbi599,,pxp581/requests,"The tauuo ua6 data has time axis issues (it's the 1960 file), so better off using r87/dbi599."
historicalMisc,historicalAA,GFDL-ESM2M,NOAA-GFDL,r1i1p5,noesgf,ua6,,r87/dbi599,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,ua6,r87/dbi599,pxp581/requests,r87/dbi599,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r1i1p107,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r2i1p107,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r3i1p107,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r4i1p107,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r5i1p107,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r1i1p310,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r2i1p310,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r3i1p310,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r4i1p310,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-H,NASA-GISS,r5i1p310,noesgf,noesgf,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,,noesgf,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r1i1p107,ua6,ua6,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,noesgf,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r2i1p107,pxp581/requests,pxp581/requests,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,noesgf,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r3i1p107,ua6,pxp581/requests,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,noesgf,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r4i1p107,pxp581/requests,ua6,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,noesgf,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r5i1p107,ua6,ua6,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,noesgf,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r1i1p310,ua6,ua6,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r2i1p310,pxp581/requests,ua6,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r3i1p310,ua6,ua6,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,pxp581/requests,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r4i1p310,pxp581/requests,ua6,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,r87/dbi599,
historicalMisc,historicalAA,GISS-E2-R,NASA-GISS,r5i1p310,ua6,ua6,,noesgf,noesgf,r87/dbi599,r87/dbi599,r87/dbi599,use historical,noesgf,use historical,use historical,ua6,ua6,,r87/dbi599,noesgf,use historical,,pxp581/requests,
historicalMisc,historicalAA,IPSL-CM5A-LR,IPSL,r1i1p3,noesgf,r87/dbi599,,r87/dbi599,ua6,r87/dbi599,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,ua6,r87/dbi599,pxp581/requests,r87/dbi599,,pxp581/requests,
historicalMisc,historicalAA,NorESM1-M,NCC,r1i1p1,r87/dbi599,r87/dbi599,,r87/dbi599,pxp581/requests,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,ua6,ua6,pxp581/requests,r87/dbi599,,pxp581/requests,
historicalMisc,historicalAnt,CCSM4,NCAR,r1i1p11,,,,,,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,noesgf,r87/dbi599,,,
historicalMisc,historicalAnt,CCSM4,NCAR,r4i1p11,,,,,,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,noesgf,r87/dbi599,,,
historicalMisc,historicalAnt,CCSM4,NCAR,r6i1p11,,,,,,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,noesgf,ua6,ua6,,r87/dbi599,noesgf,r87/dbi599,,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r1i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r2i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r3i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r4i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r5i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r6i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r7i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r8i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r9i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,CSIRO-Mk3-6-0,CSIRO-QCCCE,r10i1p1,,,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalAnt,GFDL-CM3,NOAA-GFDL,r1i1p2,,,,,,ua6,ua6,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,,r87/dbi599,,r87/dbi599,,,
historicalMisc,historicalAnt,GFDL-CM3,NOAA-GFDL,r3i1p2,,,,,,ua6,ua6,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,,r87/dbi599,,r87/dbi599,,,
historicalMisc,historicalAnt,GFDL-CM3,NOAA-GFDL,r5i1p2,,,,,,ua6,ua6,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,,r87/dbi599,,r87/dbi599,,,
historicalMisc,historicalAnt,GFDL-ESM2M,NOAA-GFDL,r1i1p2,,,,,,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,,r87/dbi599,,r87/dbi599,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r1i1p109,,,,,,ua6,ua6,ua6,noesgf,noesgf,,noesgf,ua6,ua6,,ua6,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r2i1p109,,,,,,ua6,ua6,ua6,noesgf,noesgf,,noesgf,ua6,ua6,,ua6,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r3i1p109,,,,,,ua6,ua6,ua6,noesgf,noesgf,,noesgf,ua6,ua6,,ua6,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r4i1p109,,,,,,ua6,ua6,ua6,noesgf,noesgf,,noesgf,ua6,ua6,,ua6,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r5i1p109,,,,,,ua6,ua6,ua6,noesgf,noesgf,,noesgf,ua6,ua6,,ua6,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r1i1p309,,,,,,r87/dbi599,,,noesgf,noesgf,,noesgf,ua6,ua6,,r87/dbi599,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r2i1p309,,,,,,r87/dbi599,,,noesgf,noesgf,,noesgf,ua6,ua6,,r87/dbi599,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r3i1p309,,,,,,r87/dbi599,,,noesgf,noesgf,,noesgf,ua6,ua6,,r87/dbi599,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r4i1p309,,,,,,r87/dbi599,,,noesgf,noesgf,,noesgf,ua6,ua6,,r87/dbi599,,,,,
historicalMisc,historicalAnt,GISS-E2-H,NASA-GISS,r5i1p309,,,,,,r87/dbi599,,,noesgf,noesgf,,noesgf,ua6,ua6,,r87/dbi599,,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r1i1p109,,,,,,ua6,ua6,ua6,use historical,noesgf,use historical,use historical,,ua6,,ua6,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r2i1p109,,,,,,ua6,ua6,ua6,use historical,noesgf,use historical,use historical,,ua6,,ua6,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r3i1p109,,,,,,ua6,ua6,ua6,use historical,noesgf,use historical,use historical,,ua6,,ua6,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r4i1p109,,,,,,ua6,ua6,ua6,use historical,noesgf,use historical,use historical,,ua6,,ua6,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r5i1p109,,,,,,ua6,ua6,ua6,use historical,noesgf,use historical,use historical,,ua6,,ua6,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r1i1p309,,,,,,r87/dbi599,,,use historical,noesgf,use historical,use historical,,ua6,,r87/dbi599,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r2i1p309,,,,,,r87/dbi599,,,use historical,noesgf,use historical,use historical,,ua6,,r87/dbi599,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r3i1p309,,,,,,r87/dbi599,,,use historical,noesgf,use historical,use historical,,ua6,,r87/dbi599,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r4i1p309,,,,,,r87/dbi599,,,use historical,noesgf,use historical,use historical,,ua6,,r87/dbi599,noesgf,,,,
historicalMisc,historicalAnt,GISS-E2-R,NASA-GISS,r5i1p309,,,,,,r87/dbi599,,,use historical,noesgf,use historical,use historical,,ua6,,r87/dbi599,noesgf,,,,
historicalMisc,historicalAnt,IPSL-CM5A-LR,IPSL,r1i1p2,,,,,,r87/dbi599,ua6,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,ua6,r87/dbi599,pxp581/requests,r87/dbi599,,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r1i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r2i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r3i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r4i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r5i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r6i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r7i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r8i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r9i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,CSIRO-Mk3-6-0,CSIRO-QCCCE,r10i1p3,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,,
historicalMisc,historicalnoAA,IPSL-CM5A-LR,IPSL,r1i1p4,noesgf,pxp581/requests,,r87/dbi599,pxp581/requests,r87/dbi599,r87/dbi599,r87/dbi599,,,,,,ua6,ua6,pxp581/requests,pxp581/requests,,,,
historicalMisc,historicalnoAA,IPSL-CM5A-LR,IPSL,r2i1p4,,,,,,r87/dbi599,,,,,,,,,ua6,,pxp581/requests,,,,
historicalMisc,historicalnoAA,IPSL-CM5A-LR,IPSL,r3i1p4,,,,,,r87/dbi599,,,,,,,,,ua6,,pxp581/requests,,,,
historicalMisc,historicalnoAA,IPSL-CM5A-LR,IPSL,r4i1p4,,,,,,r87/dbi599,,,,,,,,,ua6,,pxp581/requests,,,,
1pctCO2,1pctCO2,CanESM2,CCCMA,r1i1p1,,,,,,ua6,,,ua6,,,,ua6,ua6,,ua6,,ua6,ua6,,
1pctCO2,1pctCO2,CCSM4,NCAR,r1i1p1,,,,,,r87/dbi599,,ua6,r87/dbi599,,,,ua6,ua6,,r87/dbi599,,r87/dbi599,ua6,,
piControl,piControl,CanESM2,CCCMA,r1i1p1,,,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,ua6,ua6,,ua6,,ua6,,noesgf,
piControl,piControl,CCSM4,NCAR,r1i1p1,r87/dbi599,,,ua6,ua6,ua6,ua6,r87/dbi599,ua6,ua6,,,ua6,ua6,,ua6,noesgf,ua6,,noesgf,Inconsistent so units among files. ua6 files corrected with fix_salinity_units.py 
piControl,piControl,CSIRO-Mk3-6-0,CSIRO-QCCCE,r1i1p1,ua6,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
piControl,piControl,FGOALS-g2,LASG-CESS,r1i1p1,ua6,,,,,,ua6,ua6,ua6,ua6,,ua6,ua6,ua6,,ua6,,ua6,,noesgf,
piControl,piControl,GFDL-CM3,NOAA-GFDL,r1i1p1,,ua6,,ua6,ua6,ua6,ua6,ua6,ua6,,,ua6,ua6,ua6,pxp581/requests,ua6,ua6,ua6,,pxp581/requests,
piControl,piControl,GFDL-ESM2M,NOAA-GFDL,r1i1p1,,ua6,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,pxp581/requests,
piControl,piControl,GISS-E2-H,NASA-GISS,r1i1p1,,,,,,ua6,ua6,ua6,ua6,,,,ua6,ua6,,ua6,,,,noesgf,
piControl,piControl,GISS-E2-H,NASA-GISS,r1i1p3,,,,,,nci,r87/dbi599,r87/dbi599,ua6,,,,ua6,ua6,,ua6,,,,pxp581/requests,
piControl,piControl,GISS-E2-R,NASA-GISS,r1i1p1,ua6,,,,,,ua6,ua6,ua6,,,ua6,ua6,ua6,,ua6,,,,noesgf,
piControl,piControl,GISS-E2-R,NASA-GISS,r1i1p3,ua6,,,,,,r87/dbi599,r87/dbi599,ua6,,,ua6,ua6,ua6,,ua6,,,,pxp581/requests,
piControl,piControl,IPSL-CM5A-LR,IPSL,r1i1p1,,ua6,,ua6,ua6,,ua6,ua6,,,,,,ua6,ua6,ua6,ua6,,,ua6,
piControl,piControl,IPSL-CM5A-LR,IPSL,r2i1p1,,,,,,,r87/dbi599,r87/dbi599,,,,,,,,,,,,,
piControl,piControl,NorESM1-M,NCC,r1i1p1,ua6,,,ua6,ua6,,r87/dbi599,r87/dbi599,ua6,ua6,,ua6,,ua6,ua6,ua6,ua6,,,pxp581/requests,
